Iteration,Cost
674,314.12246195329516
675,312.7225817539609
676,311.33007547669246
677,309.9448985566532
678,308.56700673123333
679,307.19635603778727
680,305.8329028113888
681,304.47660368260574
682,303.1274155752915
683,301.78529570439565
684,300.4502015737919
685,299.12209097412347
686,297.80092198066654
687,296.4866529512109
688,295.17924252395727
689,293.87864961543295
690,292.5848334184225
691,291.29775339991727
692,290.0173692990799
693,288.7436411252264
694,287.4765291558235
695,286.21599393450356
696,284.96199626909396
697,283.7144972296638
698,282.4734581465853
699,281.2388406086118
700,280.0106064609701
701,278.7887178034693
702,277.57313698862424
703,276.3638266197939
704,275.1607495493353
705,273.9638688767718
706,272.77314794697645
707,271.5885503483692
708,270.4100399111296
709,269.23758070542317
710,268.07113703964177
711,266.9106734586588
712,265.75615474209764
713,264.60754590261416
714,263.4648121841932
715,262.3279190604583
716,261.19683223299495
717,260.0715176296876
718,258.9519414030692
719,257.8380699286845
720,256.7298698034662
721,255.62730784412375
722,254.53035108554542
723,253.4389667792125
724,252.35312239162673
725,251.2727856027493
726,250.19792430445327
727,249.1285065989875
728,248.06450079745298
729,247.00587541829114
730,245.95259918578435
731,244.90464102856768
732,243.86197007815326
733,242.8245556674654
734,241.79236732938804
735,240.7653747953229
736,239.74354799375965
737,238.72685704885674
738,237.71527227903388
739,236.70876419557536
740,235.70730350124427
741,234.71086108890768
742,233.71940804017257
743,232.73291562403244
744,231.75135529552472
745,230.77469869439827
746,229.80291764379174
747,228.83598414892177
748,227.87387039578223
749,226.91654874985267
750,225.96399175481727
751,225.01617213129427
752,224.07306277557421
753,223.134636758369
754,222.20086732357038
755,221.27172788701756
756,220.34719203527527
757,219.4272335244207
758,218.51182627884012
759,217.60094439003473
760,216.69456211543564
761,215.79265387722853
762,214.89519426118667
763,214.0021580155136
764,213.11352004969444
765,212.22925543335617
766,211.34933939513664
767,210.47374732156234
768,209.6024547559349
769,208.73543739722612
770,207.87267109898156
771,207.01413186823214
772,206.15979586441497
773,205.30963939830178
774,204.4636389309356
775,203.6217710725761
776,202.78401258165255
777,201.950340363725
778,201.12073147045325
779,200.29516309857405
780,199.47361258888597
781,198.65605742524173
782,197.8424752335487
783,197.03284378077677
784,196.2271409739738
785,195.4253448592888
786,194.62743362100215
787,193.8333855805637
788,193.04317919563763
789,192.25679305915529
790,191.47420589837435
791,190.6953965739462
792,189.9203440789892
793,189.14902753816995
794,188.38142620679116
795,187.61751946988633
796,186.8572868413214
797,186.10070796290324
798,185.34776260349486
799,184.59843065813732
800,183.8526921471781
801,183.1105272154063
802,182.37191613119447
803,181.63683928564626
804,180.9052771917513
805,180.1772104835461
806,179.45261991528096
807,178.7314863605937
808,178.0137908116893
809,177.29951437852574
810,176.58863828800588
811,175.88114388317567
812,175.17701262242804
813,174.4762260787128
814,173.778765938753
815,173.08461400226625
816,172.39375218119258
817,171.70616249892777
818,171.02182708956258
819,170.34072819712725
820,169.66284817484234
821,168.98816948437445
822,168.31667469509787
823,167.64834648336173
824,166.98316763176243
825,166.32112102842171
826,165.66218966626968
827,165.00635664233377
828,164.35360515703246
829,163.7039185134745
830,163.05728011676322
831,162.413673473306
832,161.77308219012903
833,161.13548997419676
834,160.50088063173698
835,159.86923806757014
836,159.24054628444432
837,158.61478938237465
838,157.99195155798782
839,157.3720171038714
840,156.75497040792783
841,156.14079595273336
842,155.52947831490155
843,154.92100216445152
844,154.31535226418092
845,153.71251346904327
846,153.1124707255302
847,152.51520907105785
848,151.92071363335822
849,151.32896962987448
850,150.7399623671611
851,150.15367724028826
852,149.57009973225047
853,148.9892154133797
854,148.41100994076274
855,147.8354690576628
856,147.26257859294526
857,146.69232446050782
858,146.12469265871448
859,145.55966926983407
860,144.9972404594824
861,144.4373924760688
862,143.88011165024656
863,143.32538439436746
864,142.77319720193998
865,142.2235366470919
866,141.67638938403638
867,141.131742146542
868,140.589581747407
869,140.04989507793672
870,139.51266910742532
871,138.97789088264105
872,138.44554752731517
873,137.91562624163475
874,137.38811430173897
875,136.86299905921908
876,136.3402679406221
877,135.8199084469579
878,135.30190815320987
879,134.78625470784937
880,134.27293583235323
881,133.76193932072505
882,133.2532530390199
883,132.74686492487223
884,132.24276298702736
885,131.7409353048764
886,131.24137002799418
887,130.74405537568077
888,130.24897963650628
889,129.75613116785863
890,129.265498395495
891,128.777069813096
892,128.29083398182348
893,127.80677952988114
894,127.3248951520784
895,126.84516960939744
896,126.36759172856326
897,125.89215040161682
898,125.4188345854912
899,124.9476333015907
900,124.47853563537319
901,124.01153073593501
902,123.5466078155993
903,123.08375614950677
904,122.62296507520978
905,122.16422399226892
906,121.7075223618529
907,121.25284970634074
908,120.8001956089273
909,120.34954971323107
910,119.90090172290525
911,119.45424140125117
912,119.00955857083466
913,118.56684311310497
914,118.12608496801656
915,117.68727413365349
916,117.25040066585622
917,116.81545467785146
918,116.38242633988418
919,115.95130587885258
920,115.5220835779454
921,115.09474977628183
922,114.6692948685539
923,114.24570930467155
924,113.82398358940988
925,113.40410828205924
926,112.98607399607744
927,112.56987139874454
928,112.15549121082013
929,111.74292420620272
930,111.33216121159195
931,110.9231931061527
932,110.51601082118185
933,110.11060533977714
934,109.70696769650857
935,109.30508897709201
936,108.90496031806477
937,108.50657290646396
938,108.10991797950668
939,107.71498682427263
940,107.32177077738878
941,106.93026122471632
942,106.54044960103984
943,106.15232738975843
944,105.76588612257918
945,105.38111737921264
946,104.99801278707044
947,104.61656402096504
948,104.23676280281138
949,103.85860090133083
950,103.48207013175701
951,103.10716235554365
952,102.73386948007462
953,102.36218345837572
954,101.99209628882859
955,101.62360001488666
956,101.25668672479274
957,100.89134855129909
958,100.52757767138878
959,100.16536630599946
960,99.80470671974871
961,99.44559122066147
962,99.0880121598993
963,98.73196193149128
964,98.37743297206718
965,98.0244177605919
966,97.6729088181022
967,97.32289870744515
968,96.97438003301797
969,96.62734544051011
970,96.28178761664695
971,95.93769928893512
972,95.59507322540968
973,95.25390223438295
974,94.9141791641951
975,94.57589690296642
976,94.23904837835123
977,93.90362655729356
978,93.56962444578438
979,93.23703508862046
980,92.90585156916504
981,92.57606700910988
982,92.24767456823916
983,91.92066744419478
984,91.59503887224331
985,91.27078212504459
986,90.94789051242178
987,90.62635738113303
988,90.3061761146447
989,89.98734013290598
990,89.66984289212533
991,89.35367788454793
992,89.03883863823518
993,88.72531871684522
994,88.41311171941541
995,88.1022112801456
996,87.79261106818353
997,87.48430478741129
998,87.1772861762333
999,86.87154900736566
